model,arm,dom,state,scenario,year,agc_TgC_anchored,agc_TgC_anchored_se,n_matched
FVS,default,41,OR,reserve,2050,2326.538,20.474,46
FVS,default,41,OR,reserve,2075,3391.14,29.842,46
FVS,default,41,OR,reserve,2100,4128.381,36.33,46
FVS,default,42,PA,reserve,2025,551.02,6.006,289
FVS,default,42,PA,reserve,2050,856.735,9.338,289
FVS,default,42,PA,reserve,2075,1069.415,11.657,289
FVS,default,42,PA,reserve,2100,1169.34,12.746,289
FVS,default,44,RI,reserve,2025,12.75,0.678,55
FVS,default,44,RI,reserve,2050,22.362,1.19,55
FVS,default,44,RI,reserve,2075,28.527,1.518,55
FVS,default,44,RI,reserve,2100,32.349,1.721,55
FVS,default,45,SC,reserve,2025,325.11,4.649,724
FVS,default,45,SC,reserve,2050,504.41,7.213,724
FVS,default,45,SC,reserve,2075,610.734,8.734,724
FVS,default,45,SC,reserve,2100,660.807,9.45,724
FVS,default,46,SD,reserve,2025,22.21,0.835,101
FVS,default,46,SD,reserve,2050,34.546,1.299,101
FVS,default,46,SD,reserve,2075,44.757,1.683,101
FVS,default,46,SD,reserve,2100,38.232,1.438,101
FVS,default,47,TN,reserve,2025,461.09,5.395,1341
FVS,default,47,TN,reserve,2050,683.711,7.999,1341
FVS,default,47,TN,reserve,2075,839.262,9.819,1341
FVS,default,47,TN,reserve,2100,825.022,9.653,1341
FVS,default,48,TX,reserve,2025,479.11,5.126,570
FVS,default,48,TX,reserve,2050,697.113,7.459,570
FVS,default,48,TX,reserve,2075,856.864,9.168,570
FVS,default,48,TX,reserve,2100,921.178,9.857,570
FVS,default,49,UT,reserve,2025,133.07,2.409,81
FVS,default,49,UT,reserve,2050,224.782,4.069,81
FVS,default,49,UT,reserve,2075,309.552,5.603,81
FVS,default,49,UT,reserve,2100,436.967,7.909,81
FVS,default,51,VA,reserve,2025,548.81,5.927,1771
FVS,default,51,VA,reserve,2050,729.735,7.881,1771
FVS,default,51,VA,reserve,2075,850.353,9.184,1771
FVS,default,51,VA,reserve,2100,858.199,9.269,1771
FVS,default,50,VT,reserve,2025,142.9,2.586,434
FVS,default,50,VT,reserve,2050,250.664,4.537,434
FVS,default,50,VT,reserve,2075,334.402,6.053,434
FVS,default,50,VT,reserve,2100,392.128,7.098,434
FVS,default,53,WA,reserve,2025,818.67,8.269,522
FVS,default,53,WA,reserve,2050,1741.285,17.587,522
FVS,default,53,WA,reserve,2075,2486.612,25.115,522
FVS,default,53,WA,reserve,2100,3026.656,30.569,522
FVS,default,55,WI,reserve,2025,396.22,3.17,3035
FVS,default,55,WI,reserve,2050,619.89,4.959,3035
FVS,default,55,WI,reserve,2075,780.395,6.243,3035
FVS,default,55,WI,reserve,2100,881.67,7.053,3035
FVS,default,54,WV,reserve,2025,438.59,5.658,1082
FVS,default,54,WV,reserve,2050,749.274,9.666,1082
FVS,default,54,WV,reserve,2075,978.924,12.628,1082
FVS,default,54,WV,reserve,2100,1130.171,14.579,1082
FVS,default,56,WY,reserve,2025,131.59,2.553,486
FVS,default,56,WY,reserve,2050,223.779,4.341,486
FVS,default,56,WY,reserve,2075,302.501,5.869,486
FVS,default,56,WY,reserve,2100,361.533,7.014,486
FVS,calibrated,01,AL,reserve,2025,558.05,5.692,2043
FVS,calibrated,01,AL,reserve,2050,768.352,7.837,2043
FVS,calibrated,01,AL,reserve,2075,902.348,9.204,2043
FVS,calibrated,01,AL,reserve,2100,856.313,8.734,2043
FVS,calibrated,05,AR,reserve,2025,464.86,4.835,513
FVS,calibrated,05,AR,reserve,2050,713.929,7.425,513
FVS,calibrated,05,AR,reserve,2075,874.086,9.09,513
FVS,calibrated,05,AR,reserve,2100,890.063,9.257,513
FVS,calibrated,04,AZ,reserve,2025,135.23,2.421,223
FVS,calibrated,04,AZ,reserve,2050,234.298,4.194,223
FVS,calibrated,04,AZ,reserve,2075,328.042,5.872,223
FVS,calibrated,04,AZ,reserve,2100,291.04,5.21,223
FVS,calibrated,06,CA,reserve,2025,1002.65,12.032,492
FVS,calibrated,06,CA,reserve,2050,2268.028,27.216,492
FVS,calibrated,06,CA,reserve,2075,3381.756,40.581,492
FVS,calibrated,06,CA,reserve,2100,4249.92,50.999,492
FVS,calibrated,08,CO,reserve,2025,271.63,3.64,11
FVS,calibrated,08,CO,reserve,2050,533.173,7.145,11
FVS,calibrated,08,CO,reserve,2075,779.071,10.44,11
FVS,calibrated,08,CO,reserve,2100,956.909,12.823,11
FVS,calibrated,09,CT,reserve,2025,64.47,2.147,188
FVS,calibrated,09,CT,reserve,2050,117.145,3.901,188
FVS,calibrated,09,CT,reserve,2075,155.242,5.17,188
FVS,calibrated,09,CT,reserve,2100,180.425,6.008,188
FVS,calibrated,10,DE,reserve,2025,12.66,0.786,101
FVS,calibrated,10,DE,reserve,2050,17.767,1.103,101
FVS,calibrated,10,DE,reserve,2075,20.784,1.291,101
FVS,calibrated,10,DE,reserve,2100,19.817,1.231,101
FVS,calibrated,12,FL,reserve,2025,320.05,5.537,1273
FVS,calibrated,12,FL,reserve,2050,468.129,8.099,1273
FVS,calibrated,12,FL,reserve,2075,533.23,9.225,1273
FVS,calibrated,12,FL,reserve,2100,527.11,9.119,1273
FVS,calibrated,13,GA,reserve,2025,590.06,6.255,1288
FVS,calibrated,13,GA,reserve,2050,841.353,8.918,1288
FVS,calibrated,13,GA,reserve,2075,954.138,10.114,1288
FVS,calibrated,13,GA,reserve,2100,998.493,10.584,1288
FVS,calibrated,19,IA,reserve,2025,72.67,2.434,33
FVS,calibrated,19,IA,reserve,2050,123.209,4.128,33
FVS,calibrated,19,IA,reserve,2075,158.52,5.31,33
FVS,calibrated,19,IA,reserve,2100,179.265,6.005,33
FVS,calibrated,16,ID,reserve,2025,417.43,5.844,85
FVS,calibrated,16,ID,reserve,2050,698.311,9.776,85
FVS,calibrated,16,ID,reserve,2075,953.329,13.347,85
FVS,calibrated,16,ID,reserve,2100,1021.335,14.299,85
FVS,calibrated,17,IL,reserve,2025,150.46,3.521,1
FVS,calibrated,17,IL,reserve,2050,218.989,5.124,1
FVS,calibrated,17,IL,reserve,2075,263.571,6.168,1
FVS,calibrated,17,IL,reserve,2100,274.159,6.415,1
FVS,calibrated,18,IN,reserve,2025,178.8,4.112,19
FVS,calibrated,18,IN,reserve,2050,271.361,6.241,19
FVS,calibrated,18,IN,reserve,2075,339.344,7.805,19
FVS,calibrated,18,IN,reserve,2100,358.838,8.253,19
FVS,calibrated,20,KS,reserve,2025,48.76,1.941,228
FVS,calibrated,20,KS,reserve,2050,70.732,2.815,228
FVS,calibrated,20,KS,reserve,2075,87.225,3.472,228
FVS,calibrated,20,KS,reserve,2100,89.765,3.573,228
FVS,calibrated,21,KY,reserve,2025,393.71,4.764,1089
FVS,calibrated,21,KY,reserve,2050,729.276,8.824,1089
FVS,calibrated,21,KY,reserve,2075,976.85,11.82,1089
FVS,calibrated,21,KY,reserve,2100,1120.163,13.554,1089
FVS,calibrated,22,LA,reserve,2025,339.71,4.62,179
FVS,calibrated,22,LA,reserve,2050,569.345,7.743,179
FVS,calibrated,22,LA,reserve,2075,698.985,9.506,179
FVS,calibrated,22,LA,reserve,2100,745.982,10.145,179
FVS,calibrated,25,MA,reserve,2025,112.19,2.715,197
FVS,calibrated,25,MA,reserve,2050,211.351,5.115,197
FVS,calibrated,25,MA,reserve,2075,280.668,6.792,197
FVS,calibrated,25,MA,reserve,2100,324.085,7.843,197
FVS,calibrated,24,MD,reserve,2025,96.25,3.417,686
FVS,calibrated,24,MD,reserve,2050,131.994,4.686,686
FVS,calibrated,24,MD,reserve,2075,154.862,5.498,686
FVS,calibrated,24,MD,reserve,2100,150.327,5.337,686
FVS,calibrated,23,ME,reserve,2025,374.02,3.441,944
FVS,calibrated,23,ME,reserve,2050,566.749,5.214,944
FVS,calibrated,23,ME,reserve,2075,705.209,6.488,944
FVS,calibrated,23,ME,reserve,2100,822.882,7.571,944
FVS,calibrated,26,MI,reserve,2025,512.45,5.739,34
FVS,calibrated,26,MI,reserve,2050,717.862,8.04,34
FVS,calibrated,26,MI,reserve,2075,864.922,9.687,34
FVS,calibrated,26,MI,reserve,2100,902.329,10.106,34
FVS,calibrated,27,MN,reserve,2025,308.78,2.748,285
FVS,calibrated,27,MN,reserve,2050,446.503,3.974,285
FVS,calibrated,27,MN,reserve,2075,537.177,4.781,285
FVS,calibrated,27,MN,reserve,2100,591.759,5.267,285
FVS,calibrated,29,MO,reserve,2025,401.36,4.174,1569
FVS,calibrated,29,MO,reserve,2050,692.774,7.205,1569
FVS,calibrated,29,MO,reserve,2075,905.914,9.422,1569
FVS,calibrated,29,MO,reserve,2100,1044.891,10.867,1569
FVS,calibrated,28,MS,reserve,2025,523.05,6.015,28
FVS,calibrated,28,MS,reserve,2050,1072.049,12.329,28
FVS,calibrated,28,MS,reserve,2075,1439.352,16.553,28
FVS,calibrated,28,MS,reserve,2100,1651.315,18.99,28
FVS,calibrated,30,MT,reserve,2025,395.97,4.554,649
FVS,calibrated,30,MT,reserve,2050,697.035,8.016,649
FVS,calibrated,30,MT,reserve,2075,998.714,11.485,649
FVS,calibrated,30,MT,reserve,2100,1262.242,14.516,649
FVS,calibrated,37,NC,reserve,2025,568.76,6.598,2041
FVS,calibrated,37,NC,reserve,2050,830.396,9.633,2041
FVS,calibrated,37,NC,reserve,2075,1006.112,11.671,2041
FVS,calibrated,37,NC,reserve,2100,1056.952,12.261,2041
FVS,calibrated,38,ND,reserve,2025,10.39,0.753,61
FVS,calibrated,38,ND,reserve,2050,19.587,1.42,61
FVS,calibrated,38,ND,reserve,2075,29.594,2.146,61
FVS,calibrated,38,ND,reserve,2100,40.433,2.931,61
FVS,calibrated,31,NE,reserve,2025,22.4,1.284,82
FVS,calibrated,31,NE,reserve,2050,50.225,2.878,82
FVS,calibrated,31,NE,reserve,2075,71.503,4.097,82
FVS,calibrated,31,NE,reserve,2100,87.498,5.014,82
FVS,calibrated,33,NH,reserve,2025,153.16,2.542,325
FVS,calibrated,33,NH,reserve,2050,268.643,4.459,325
FVS,calibrated,33,NH,reserve,2075,352.993,5.86,325
FVS,calibrated,33,NH,reserve,2100,408.512,6.781,325
FVS,calibrated,34,NJ,reserve,2025,59.18,1.479,256
FVS,calibrated,34,NJ,reserve,2050,115.942,2.899,256
FVS,calibrated,34,NJ,reserve,2075,154.702,3.868,256
FVS,calibrated,34,NJ,reserve,2100,176.373,4.409,256
FVS,calibrated,35,NM,reserve,2025,160.7,2.491,4
FVS,calibrated,35,NM,reserve,2050,368.094,5.705,4
FVS,calibrated,35,NM,reserve,2075,588.732,9.125,4
FVS,calibrated,35,NM,reserve,2100,762.945,11.826,4
FVS,calibrated,32,NV,reserve,2025,54.14,1.186,96
FVS,calibrated,32,NV,reserve,2050,129.523,2.837,96
FVS,calibrated,32,NV,reserve,2075,205.114,4.492,96
FVS,calibrated,32,NV,reserve,2100,379.91,8.32,96
FVS,calibrated,36,NY,reserve,2025,592.43,6.161,117
FVS,calibrated,36,NY,reserve,2050,1056.957,10.992,117
FVS,calibrated,36,NY,reserve,2075,1399.734,14.557,117
FVS,calibrated,36,NY,reserve,2100,1629.196,16.944,117
FVS,calibrated,39,OH,reserve,2025,250.86,4.917,243
FVS,calibrated,39,OH,reserve,2050,428.768,8.404,243
FVS,calibrated,39,OH,reserve,2075,549.461,10.769,243
FVS,calibrated,39,OH,reserve,2100,603.5,11.829,243
FVS,calibrated,40,OK,reserve,2025,177.51,2.645,870
FVS,calibrated,40,OK,reserve,2050,384.596,5.73,870
FVS,calibrated,40,OK,reserve,2075,523.528,7.801,870
FVS,calibrated,40,OK,reserve,2100,598.653,8.92,870
FVS,calibrated,41,OR,reserve,2025,1022.66,8.999,46
FVS,calibrated,41,OR,reserve,2050,2313.613,20.36,46
FVS,calibrated,41,OR,reserve,2075,3366.172,29.622,46
FVS,calibrated,41,OR,reserve,2100,4093.683,36.024,46
FVS,calibrated,42,PA,reserve,2025,551.02,6.006,289
FVS,calibrated,42,PA,reserve,2050,857.249,9.344,289
FVS,calibrated,42,PA,reserve,2075,1069.991,11.663,289
FVS,calibrated,42,PA,reserve,2100,1168.354,12.735,289
FVS,calibrated,44,RI,reserve,2025,12.75,0.678,55
FVS,calibrated,44,RI,reserve,2050,22.378,1.191,55
FVS,calibrated,44,RI,reserve,2075,28.544,1.519,55
FVS,calibrated,44,RI,reserve,2100,32.294,1.718,55
FVS,calibrated,45,SC,reserve,2025,325.11,4.649,724
FVS,calibrated,45,SC,reserve,2050,503.671,7.202,724
FVS,calibrated,45,SC,reserve,2075,609.744,8.719,724
FVS,calibrated,45,SC,reserve,2100,659.918,9.437,724
FVS,calibrated,46,SD,reserve,2025,22.21,0.835,101
FVS,calibrated,46,SD,reserve,2050,34.463,1.296,101
FVS,calibrated,46,SD,reserve,2075,44.755,1.683,101
FVS,calibrated,46,SD,reserve,2100,38.553,1.45,101
FVS,calibrated,47,TN,reserve,2025,461.09,5.395,1341
FVS,calibrated,47,TN,reserve,2050,684.939,8.014,1341
FVS,calibrated,47,TN,reserve,2075,841.215,9.842,1341
FVS,calibrated,47,TN,reserve,2100,827.644,9.683,1341
FVS,calibrated,48,TX,reserve,2025,479.11,5.126,570
FVS,calibrated,48,TX,reserve,2050,694.523,7.431,570
FVS,calibrated,48,TX,reserve,2075,850.701,9.103,570
FVS,calibrated,48,TX,reserve,2100,910.829,9.746,570
FVS,calibrated,49,UT,reserve,2025,133.07,2.409,81
FVS,calibrated,49,UT,reserve,2050,222.657,4.03,81
FVS,calibrated,49,UT,reserve,2075,306.338,5.545,81
FVS,calibrated,49,UT,reserve,2100,433.321,7.843,81
FVS,calibrated,51,VA,reserve,2025,548.81,5.927,1771
FVS,calibrated,51,VA,reserve,2050,729.647,7.88,1771
FVS,calibrated,51,VA,reserve,2075,849.492,9.175,1771
FVS,calibrated,51,VA,reserve,2100,858.944,9.277,1771
FVS,calibrated,50,VT,reserve,2025,142.9,2.586,434
FVS,calibrated,50,VT,reserve,2050,249.873,4.523,434
FVS,calibrated,50,VT,reserve,2075,333.181,6.031,434
FVS,calibrated,50,VT,reserve,2100,392.484,7.104,434
FVS,calibrated,53,WA,reserve,2025,818.67,8.269,522
FVS,calibrated,53,WA,reserve,2050,1751.46,17.69,522
FVS,calibrated,53,WA,reserve,2075,2505.878,25.309,522
FVS,calibrated,53,WA,reserve,2100,3052.377,30.829,522
FVS,calibrated,55,WI,reserve,2025,396.22,3.17,3035
FVS,calibrated,55,WI,reserve,2050,620.099,4.961,3035
FVS,calibrated,55,WI,reserve,2075,774.59,6.197,3035
FVS,calibrated,55,WI,reserve,2100,873.919,6.991,3035
FVS,calibrated,54,WV,reserve,2025,438.59,5.658,1082
FVS,calibrated,54,WV,reserve,2050,748.612,9.657,1082
FVS,calibrated,54,WV,reserve,2075,977.287,12.607,1082
FVS,calibrated,54,WV,reserve,2100,1129.323,14.568,1082
FVS,calibrated,56,WY,reserve,2025,131.59,2.553,486
FVS,calibrated,56,WY,reserve,2050,223.419,4.334,486
FVS,calibrated,56,WY,reserve,2075,301.2,5.843,486
FVS,calibrated,56,WY,reserve,2100,359.464,6.974,486
