state,dist_mode,scenario,n_models,ens_equal,ens_benchmark,median,min,max,between_sd,lo90,hi90
ID,nodisturb,intensive,3,671,629.6,601.2,533.8,877.9,182.4,301.2,901.2
ID,disturbed,intensive,3,487.2,455.5,436.4,379.7,645.5,140,206.1,666.7
IL,nodisturb,reserve,4,191.9,203.4,206.1,111.7,243.9,59.8,107.7,304.4
IL,disturbed,reserve,4,189.5,200.9,203.6,110,241,59.3,106,301.1
IL,nodisturb,conservation,4,173.4,184.2,186.9,98.5,221.5,56,94.8,279
IL,disturbed,conservation,4,171.2,181.8,184.6,96.9,218.7,55.5,93.3,275.8
IL,nodisturb,BAU,4,149.5,159.2,162.1,81.7,192.2,50.8,78.4,245.7
IL,disturbed,BAU,4,147.4,157,159.8,80.3,189.6,50.3,77,242.6
IL,nodisturb,intensive,4,106.1,113.8,116.9,52.3,138.5,40.8,49.7,184.1
IL,disturbed,intensive,4,104.3,111.9,115,51,136.2,40.4,48.5,181.5
IN,nodisturb,reserve,5,311.8,332.5,306.5,125.5,583.2,169.5,27.6,585.4
IN,disturbed,reserve,5,309.5,330.1,304.3,124.3,579.6,168.7,26.8,581.8
IN,nodisturb,conservation,5,306.3,326.7,301.2,122.5,574.5,167.5,25.7,576.7
IN,disturbed,conservation,5,304.1,324.4,299,121.3,570.9,166.6,24.9,573.1
IN,nodisturb,BAU,5,298.3,318.3,293.3,118.1,561.7,164.4,22.8,563.8
IN,disturbed,BAU,5,296.1,316,291.1,116.9,558.2,163.6,22,560.2
IN,nodisturb,intensive,5,279.2,298.3,274.6,107.7,531.3,157.2,16,533.2
IN,disturbed,intensive,5,277.1,296,272.6,106.6,527.8,156.3,15.4,529.8
KS,nodisturb,reserve,4,84.3,90.3,83.8,41.8,127.6,35,26.2,141.5
KS,disturbed,reserve,4,83,89,82.6,41,125.9,34.7,25.5,139.6
KS,nodisturb,conservation,4,83.8,89.8,83.3,41.4,126.9,34.9,25.9,140.8
KS,disturbed,conservation,4,82.5,88.5,82.1,40.6,125.2,34.5,25.2,138.9
KS,nodisturb,BAU,4,83,89,82.5,40.9,125.9,34.7,25.4,139.6
KS,disturbed,BAU,4,81.7,87.6,81.2,40.1,124.2,34.3,24.7,137.7
KS,nodisturb,intensive,4,81.1,87,80.6,39.7,123.5,34.2,24.3,136.9
KS,disturbed,intensive,4,79.8,85.7,79.3,38.9,121.8,33.9,23.7,135
KY,nodisturb,reserve,4,557.5,608.2,547,202.1,933.8,317,25.5,1068.5
KY,disturbed,reserve,4,543.4,593.3,532.8,194.4,913.6,311.9,19.7,1045.9
KY,nodisturb,conservation,4,495.4,542.4,484.4,167,845.9,295.6,0,970.7
KY,disturbed,conservation,4,482.1,528.2,471,159.7,826.6,290.7,0,949.2
KY,nodisturb,BAU,4,412.4,454,400.8,121.5,726.4,265.5,0,837.7
KY,disturbed,BAU,4,400.1,440.9,388.5,115,708.6,261,0,817.8
KY,nodisturb,intensive,4,284,316.5,271.8,56.7,535.9,214.5,0,624.6
KY,disturbed,intensive,4,273.7,305.5,261.4,51.4,520.7,210.4,0,607.6
LA,nodisturb,reserve,4,534.9,571.8,541.5,276.1,780.2,207.2,200.7,882.4
LA,disturbed,reserve,4,525,561.4,531.4,270.1,767,204.2,195.5,867.3
LA,nodisturb,conservation,4,496.9,531.8,502.4,252.5,730.1,196.2,179.8,825.1
LA,disturbed,conservation,4,487.4,521.7,492.7,246.7,717.3,193.3,174.8,810.6
LA,nodisturb,BAU,4,440,471.8,444,217.5,654.5,179.3,149,738.9
LA,disturbed,BAU,4,431,462.3,434.8,212.1,642.4,176.5,144.4,725.1
LA,nodisturb,intensive,4,346.2,372.6,347.6,161.3,528.3,150.3,100.4,594.9
LA,disturbed,intensive,4,338.1,364.1,339.4,156.5,517.3,147.7,96.4,582.3
MA,nodisturb,reserve,3,187.8,187.8,145.8,138.3,279.4,79.4,15.2,276.4
MA,disturbed,reserve,3,183,183,141.8,134.2,272.9,78,13.5,270.1
MA,nodisturb,conservation,3,186.5,186.5,144.7,137.1,277.6,79,14.7,274.7
MA,disturbed,conservation,3,181.6,181.6,140.7,133.1,271.1,77.6,13.1,268.3
MA,nodisturb,BAU,3,184.4,184.4,143,135.4,274.9,78.4,14,272
MA,disturbed,BAU,3,179.6,179.6,139,131.4,268.4,77,12.3,265.7
MA,nodisturb,intensive,3,179.4,179.4,138.8,131.2,268.2,77,12.1,265.5
MA,disturbed,intensive,3,174.6,174.6,134.9,127.2,261.8,75.6,10.6,259.2
MD,nodisturb,reserve,4,109.6,115.2,111.7,70.5,144.5,31.2,60.4,162.9
MD,disturbed,reserve,4,107.6,113.1,109.6,69.1,142.2,30.8,58.9,160.2
MD,nodisturb,conservation,4,108.3,113.8,110.3,69.5,143,30.9,59.4,161.2
MD,disturbed,conservation,4,106.4,111.8,108.2,68.2,140.8,30.6,57.9,158.5
MD,nodisturb,BAU,4,106.4,111.9,108.2,68.2,140.9,30.6,57.9,158.6
MD,disturbed,BAU,4,104.4,109.8,106.2,66.8,138.6,30.2,56.5,155.9
MD,nodisturb,intensive,4,101.8,107.1,103.4,64.9,135.7,29.8,54.4,152.4
MD,disturbed,intensive,4,100,105.2,101.4,63.5,133.5,29.4,53,149.8
ME,nodisturb,reserve,4,712.3,712.3,577.6,523.2,1170.8,307.7,71.4,1083.8
ME,disturbed,reserve,4,704.5,704.5,570.6,516.8,1160,305.7,67.7,1073.5
ME,nodisturb,conservation,4,707.5,707.5,573.2,519.2,1164.2,306.6,68.9,1077.5
ME,disturbed,conservation,4,699.8,699.8,566.3,512.9,1153.5,304.5,65.3,1067.3
ME,nodisturb,BAU,4,700.5,700.5,566.9,513.4,1154.8,304.9,65.3,1068.5
ME,disturbed,BAU,4,692.9,692.9,560,507.2,1144.2,302.9,61.7,1058.3
ME,nodisturb,intensive,4,682.7,682.7,550.7,498.7,1130.6,300.6,56.2,1045.2
ME,disturbed,intensive,4,675.1,675.1,543.9,492.5,1120.1,298.6,52.7,1035.1
MI,nodisturb,reserve,4,868,868,797.4,716.6,1160.7,203.8,462,1132.7
MI,disturbed,reserve,4,847.5,847.5,778.2,698.6,1135.1,200.3,448.8,1107.6
MI,nodisturb,conservation,4,692.7,692.7,632.9,562,943,174.2,346.3,919.5
MI,disturbed,conservation,4,674.4,674.4,615.8,546,920,171,334.5,897
MI,nodisturb,BAU,4,513.8,513.8,465.9,406.1,717.5,141.7,232.8,698.9
MI,disturbed,BAU,4,498,498,451,392.3,697.5,138.8,222.7,679.3
MI,nodisturb,intensive,4,292.1,292.1,260.8,218.6,428.5,94.6,105.1,416.4
MI,disturbed,intensive,4,280.2,280.2,249.6,208.3,413.4,92.4,97.6,401.6
MN,nodisturb,reserve,4,542.8,542.8,473,387.2,837.9,202.3,140.2,805.7
MN,disturbed,reserve,4,536.4,536.4,467.1,382.2,829.1,200.6,137.2,797.1
MN,nodisturb,conservation,4,519.2,519.2,451.2,368.4,805.9,196.5,127.9,774.5
MN,disturbed,conservation,4,513,513,445.5,363.5,797.3,194.9,124.9,766.1
MN,nodisturb,BAU,4,487,487,421.6,342.9,762,188.5,111.4,731.7
MN,disturbed,BAU,4,481,481,416,338.2,753.6,186.9,108.5,723.5
MN,nodisturb,intensive,4,414.8,414.8,355.1,286.1,662.6,170.1,75.4,634.9
MN,disturbed,intensive,4,409.1,409.1,350,281.8,654.8,168.6,72.7,627.3
MO,nodisturb,reserve,4,599.9,649.9,629,250.2,891.5,281.8,165.5,1092.4
MO,disturbed,reserve,4,589.2,638.5,617.8,244,877.1,278.3,160.1,1075.5
MO,nodisturb,conservation,4,595.2,644.9,624,247.4,885.3,280.3,163,1085.1
MO,disturbed,conservation,4,584.5,633.5,613,241.2,870.9,276.8,157.6,1068.3
MO,nodisturb,BAU,4,587.8,637.1,616.4,242.9,875.5,278.1,159,1073.8
MO,disturbed,BAU,4,577.2,625.8,605.3,236.8,861.2,274.6,153.7,1057
MO,nodisturb,intensive,4,571,619.3,599,232.8,853.2,272.9,150,1047.9
MO,disturbed,intensive,4,560.5,608.2,588,226.8,839.1,269.4,144.8,1031.3
MS,nodisturb,reserve,4,796.4,858.3,839.5,362.4,1143.9,323,308.2,1370.9
MS,disturbed,reserve,4,783.4,844.6,825.9,355.2,1126.8,318.8,301.4,1350.3
MS,nodisturb,conservation,4,724.4,781.9,763.2,321.2,1049.9,300.9,268.2,1258.1
MS,disturbed,conservation,4,712,768.8,750,314.4,1033.5,296.8,261.7,1238.4
MS,nodisturb,BAU,4,618.2,669.2,650.5,261.6,910.3,267.5,210.6,1090.5
MS,disturbed,BAU,4,606.7,656.9,638.3,255.3,895,263.7,204.5,1072.1
MS,nodisturb,intensive,4,458.8,499.2,481.1,175.6,697.3,214.9,127.6,834.6
MS,disturbed,intensive,4,448.7,488.5,470.4,170.2,683.9,211.6,122.3,818.5
MT,nodisturb,reserve,3,730.8,693.9,726.8,550.1,915.6,182.8,426.1,1027.5
MT,disturbed,reserve,3,638.3,604.8,634.1,475.2,805.6,165.2,362.3,905.9
MT,nodisturb,conservation,3,730.3,693.4,726.2,549.7,915,182.7,425.7,1026.7
MT,disturbed,conservation,3,637.7,604.3,633.5,474.7,805,165.2,361.8,905.2
MT,nodisturb,BAU,3,729.5,692.6,725.4,549,914,182.5,425.1,1025.7
MT,disturbed,BAU,3,637,603.6,632.8,474.1,804.1,165,361.3,904.3
MT,nodisturb,intensive,3,727.3,690.5,723.3,547.2,911.5,182.2,423.6,1023
MT,disturbed,intensive,3,634.9,601.6,630.7,472.4,801.7,164.7,359.8,901.6
NC,nodisturb,reserve,3,807.5,807.5,785.3,782.7,854.6,40.8,718.2,852.4
NC,disturbed,reserve,3,792.5,792.5,770.1,767.3,840,41.2,702.3,837.9
NC,nodisturb,conservation,3,670.1,670.1,646.6,642.2,721.6,44.6,573.2,720
NC,disturbed,conservation,3,656.3,656.3,632.6,628.1,708.1,44.9,558.7,706.5
NC,nodisturb,BAU,3,495.7,495.7,470.5,464.6,552.1,48.9,390.1,550.9
NC,disturbed,BAU,3,483.6,483.6,458.3,452.2,540.2,49.1,377.5,539.1
NC,nodisturb,intensive,3,293.3,293.3,266.4,260.6,353,51.8,181.3,351.5
NC,disturbed,intensive,3,283.6,283.6,256.6,250.8,343.4,51.9,171.3,341.9
ND,nodisturb,reserve,4,29.8,32.7,29.5,8.8,51.2,18.7,0,60.3
ND,disturbed,reserve,4,29.4,32.4,29.1,8.7,50.7,18.5,0,59.7
ND,nodisturb,conservation,4,29.6,32.6,29.4,8.7,51,18.7,0,60
ND,disturbed,conservation,4,29.3,32.2,29,8.6,50.5,18.5,0,59.4
ND,nodisturb,BAU,4,29.4,32.3,29.1,8.6,50.6,18.5,0,59.6
ND,disturbed,BAU,4,29,32,28.8,8.5,50.1,18.4,0,59
ND,nodisturb,intensive,4,28.7,31.6,28.4,8.3,49.7,18.3,0,58.5
ND,disturbed,intensive,4,28.4,31.3,28.1,8.2,49.2,18.1,0,57.9
NE,nodisturb,reserve,4,40.7,44,33.6,17.9,77.7,26.2,0,76.7
NE,disturbed,reserve,4,40.2,43.5,33.2,17.6,76.9,26,0,75.9
NE,nodisturb,conservation,4,40.1,43.4,33.1,17.6,76.8,25.9,0,75.7
NE,disturbed,conservation,4,39.6,42.8,32.6,17.3,75.9,25.7,0,74.9
NE,nodisturb,BAU,4,39.2,42.3,32.2,17,75.2,25.5,0,74.2
NE,disturbed,BAU,4,38.7,41.8,31.8,16.7,74.4,25.3,0,73.4
NE,nodisturb,intensive,4,37.2,40.3,30.5,15.8,72,24.6,0,71
NE,disturbed,intensive,4,36.7,39.7,30,15.5,71.2,24.4,0,70.2
NH,nodisturb,reserve,5,206.2,220.6,214.7,76.6,290.7,85.2,74.6,354.8
NH,disturbed,reserve,5,202.1,216.3,210.5,74.5,285.3,84,72.3,348.7
NH,nodisturb,conservation,5,203.6,217.8,212,75.2,287.2,84.4,73.1,350.9
NH,disturbed,conservation,5,199.5,213.6,207.9,73.1,281.9,83.3,70.9,344.9
NH,nodisturb,BAU,5,199.8,213.9,208.2,73.2,282.3,83.4,71,345.4
NH,disturbed,BAU,5,195.8,209.7,204.1,71.1,277,82.2,68.8,339.4
NH,nodisturb,intensive,5,190.4,204,198.6,68.1,269.9,80.8,65.7,331.5
NH,disturbed,intensive,5,186.5,199.9,194.6,66.1,264.7,79.6,63.6,325.6
NJ,nodisturb,reserve,4,88.2,94.4,79.6,45.1,148.6,47.2,2,157.2
NJ,disturbed,reserve,4,85.9,91.9,77.4,43.6,145.2,46.3,1.2,153.6
NJ,nodisturb,conservation,4,87.5,93.7,79,44.6,147.6,47,1.7,156.2
NJ,disturbed,conservation,4,85.2,91.3,76.8,43.2,144.2,46.1,1,152.6
NJ,nodisturb,BAU,4,86.5,92.5,77.9,44,146.1,46.6,1.3,154.5
NJ,disturbed,BAU,4,84.2,90.2,75.8,42.5,142.7,45.7,0.5,151.1
NJ,nodisturb,intensive,4,84.1,90,75.7,42.4,142.6,45.8,0.4,150.9
NJ,disturbed,intensive,4,81.9,87.7,73.6,41,139.3,45,0,147.5
NM,nodisturb,reserve,4,313.9,291.6,246.9,72.1,689.7,266.1,0,684.8
NM,disturbed,reserve,4,291.4,270.1,227.4,64.3,646.5,251.2,0,640.6
NM,nodisturb,conservation,4,313.9,291.6,246.9,72.1,689.7,266.1,0,684.8
NM,disturbed,conservation,4,291.4,270.1,227.4,64.3,646.5,251.2,0,640.6
NM,nodisturb,BAU,4,313.9,291.6,246.9,72.1,689.7,266.1,0,684.8
NM,disturbed,BAU,4,291.4,270.1,227.4,64.3,646.5,251.2,0,640.6
NM,nodisturb,intensive,4,313.9,291.6,246.9,72.1,689.7,266.1,0,684.8
NM,disturbed,intensive,4,291.4,270.1,227.4,64.3,646.5,251.2,0,640.6
NV,nodisturb,reserve,4,121.1,107.4,80,46.8,277.7,105.7,0,253.9
NV,disturbed,reserve,4,120.8,107.1,79.7,46.6,277,105.5,0,253.2
NV,nodisturb,conservation,4,121.1,107.4,80,46.8,277.6,105.7,0,253.8
NV,disturbed,conservation,4,120.7,107,79.7,46.5,276.9,105.5,0,253.1
NV,nodisturb,BAU,4,121,107.3,79.9,46.7,277.4,105.6,0,253.6
NV,disturbed,BAU,4,120.6,106.9,79.6,46.5,276.7,105.4,0,252.9
NV,nodisturb,intensive,4,120.8,107.1,79.7,46.6,277,105.5,0,253.2
NV,disturbed,intensive,4,120.3,106.7,79.4,46.3,276.3,105.3,0,252.6
NY,nodisturb,reserve,4,817.5,889.1,854.5,316.4,1244.6,384.9,221.4,1487.5
NY,disturbed,reserve,4,798,868.3,834.2,305.7,1217.8,378.3,212,1456.4
NY,nodisturb,conservation,4,770,838.7,805.2,289.5,1180.1,369.5,197.5,1413
NY,disturbed,conservation,4,751.1,818.5,785.6,279.2,1154,363,188.4,1382.8
NY,nodisturb,BAU,4,705.5,770.1,738.3,253.4,1091.8,348.1,165.7,1311
NY,disturbed,BAU,4,687.3,750.7,719.5,243.6,1066.7,341.9,157.1,1281.9
NY,nodisturb,intensive,4,570.5,626.2,598.2,180.3,905.2,301.8,101.8,1094.7
NY,disturbed,intensive,4,554.1,608.7,581.2,171.6,882.4,296,94.2,1068.1
OH,nodisturb,reserve,5,444.4,476.8,409,152.8,783.8,230.3,30.2,787.8
OH,disturbed,reserve,5,437,469,402.3,149,772.6,227.5,28,776.6
OH,nodisturb,conservation,5,438.3,470.4,403.4,149.5,774.7,228.1,28.1,778.7
OH,disturbed,conservation,5,431,462.7,396.8,145.8,763.5,225.4,26,767.6
OH,nodisturb,BAU,5,428.6,460.2,394.6,144.4,760.1,224.7,25,764.2
OH,disturbed,BAU,5,421.4,452.6,388,140.7,749.1,222,22.8,753.2
OH,nodisturb,intensive,5,407.8,438.3,375.6,133.3,728.7,217.2,18.3,732.9
OH,disturbed,intensive,5,400.8,430.9,369.2,129.8,717.9,214.6,16.2,722.2
OK,nodisturb,reserve,4,332.3,363.3,363,115.4,487.9,169.1,85,641.1
OK,disturbed,reserve,4,322.8,353.1,352.9,110.6,474.7,165.5,80.6,625.2
OK,nodisturb,conservation,4,327,357.7,357.4,112.6,480.7,167.2,82.4,632.4
OK,disturbed,conservation,4,317.5,347.5,347.3,107.8,467.6,163.7,78,616.6
OK,nodisturb,BAU,4,318.6,348.6,348.4,108.1,469.2,164.3,78.2,618.7
OK,disturbed,BAU,4,309.1,338.5,338.4,103.3,456.3,160.8,73.8,603
OK,nodisturb,intensive,4,300.4,329.3,329.2,98.5,444.7,158,69.4,589.1
OK,disturbed,intensive,4,291.2,319.4,319.5,93.9,432.1,154.6,65.2,573.8
OR,nodisturb,reserve,3,2025.7,1770.7,1528,1248.3,3300.9,1113.1,0,3359.1
OR,disturbed,reserve,3,1757.7,1530,1313.5,1063.5,2896,993.7,0,2948.2
OR,nodisturb,conservation,3,2025,1770,1527.4,1247.8,3299.8,1112.8,0,3358
OR,disturbed,conservation,3,1757,1529.4,1312.9,1063,2895,993.5,0,2947.1
OR,nodisturb,BAU,3,2023.8,1769,1526.4,1247,3298.1,1112.4,0,3356.2
OR,disturbed,BAU,3,1755.9,1528.4,1312,1062.2,2893.4,993,0,2945.5
OR,nodisturb,intensive,3,2020.9,1766.3,1524.1,1244.8,3293.9,1111.2,0,3352.1
OR,disturbed,intensive,3,1753.1,1525.9,1309.7,1060.2,2889.5,992,0,2941.5
PA,nodisturb,reserve,3,810,810,826.2,635.6,968.1,166.8,551.7,1100.7
PA,disturbed,reserve,3,795.4,795.4,812.2,622.6,951.4,165,540.7,1083.7
PA,nodisturb,conservation,3,793.7,793.7,810.6,620.9,949.6,165,539.2,1082
PA,disturbed,conservation,3,779.2,779.2,796.7,608,933,163.2,528.2,1065.2
PA,nodisturb,BAU,3,769.6,769.6,787.4,599.2,922.1,162.2,520.6,1054.2
PA,disturbed,BAU,3,755.3,755.3,773.7,586.5,905.8,160.4,509.8,1037.6
PA,nodisturb,intensive,3,714.1,714.1,734.1,549.4,858.8,155.7,478,990.2
PA,disturbed,intensive,3,700.4,700.4,720.8,537.2,843.1,154,467.5,974.1
RI,nodisturb,reserve,3,18.1,18.1,17.3,8.2,28.8,10.3,0.3,34.3
RI,disturbed,reserve,3,17.7,17.7,17,7.9,28.3,10.2,0.2,33.8
RI,nodisturb,conservation,3,18,18,17.3,8.1,28.7,10.3,0.3,34.3
RI,disturbed,conservation,3,17.6,17.6,16.9,7.8,28.2,10.2,0.1,33.7
RI,nodisturb,BAU,3,18,18,17.2,8.1,28.6,10.3,0.3,34.1
RI,disturbed,BAU,3,17.6,17.6,16.8,7.8,28.1,10.2,0.1,33.5
RI,nodisturb,intensive,3,17.8,17.8,17.1,7.9,28.4,10.3,0.2,34
RI,disturbed,intensive,3,17.4,17.4,16.7,7.6,27.9,10.2,0,33.4
SC,nodisturb,reserve,3,514.8,514.8,522.6,479.9,541.9,31.7,470.4,574.8
SC,disturbed,reserve,3,508.3,508.3,515.9,473.6,535.4,31.6,463.9,567.9
SC,nodisturb,conservation,3,407,407,411.1,374.6,435.4,30.6,360.8,461.4
SC,disturbed,conservation,3,401.2,401.2,405.1,368.9,429.6,30.5,354.9,455.3
SC,nodisturb,BAU,3,283.7,283.7,283.7,254.6,312.9,29.2,235.7,331.7
SC,disturbed,BAU,3,278.8,278.8,278.6,249.9,308,29.1,230.8,326.4
SC,nodisturb,intensive,3,161,161,157.4,136.7,189,26.3,114.1,200.7
SC,disturbed,intensive,3,157.3,157.3,153.5,133,185.3,26.4,110.1,196.9
SD,nodisturb,reserve,4,25.2,27.2,27.2,11,35.3,10.2,10.4,44
SD,disturbed,reserve,4,25,27,27,10.9,35.1,10.2,10.3,43.8
SD,nodisturb,conservation,4,24.8,26.7,26.7,10.8,34.8,10.1,10.1,43.3
SD,disturbed,conservation,4,24.6,26.6,26.6,10.7,34.6,10,10.1,43.1
SD,nodisturb,BAU,4,24.1,26,26,10.4,34,9.9,9.7,42.2
