state,dist_mode,scenario,n_models,ens_equal,ens_benchmark,median,min,max,between_sd,lo90,hi90
CT,nodisturb,intensive,4,63.1,68.1,55.9,27.8,112.9,37.4,0,117.3
CT,disturbed,intensive,4,59.9,64.8,52.9,25.8,108.1,36.2,0,112.4
DE,nodisturb,reserve,3,17.9,17.9,18.8,16,18.8,1.6,16.1,21.5
DE,disturbed,reserve,3,17.7,17.7,18.6,15.8,18.6,1.6,15.9,21.3
DE,nodisturb,conservation,3,16,16,16.9,14.2,17,1.6,14.3,19.5
DE,disturbed,conservation,3,15.8,15.8,16.7,14,16.8,1.6,14.1,19.3
DE,nodisturb,BAU,3,13.5,13.5,14.3,11.8,14.5,1.5,11.8,16.8
DE,disturbed,BAU,3,13.4,13.4,14.1,11.6,14.4,1.5,11.6,16.6
DE,nodisturb,intensive,3,9.4,9.4,10,7.8,10.5,1.4,7.6,12.4
DE,disturbed,intensive,3,9.3,9.3,9.9,7.7,10.3,1.4,7.6,12.2
FL,nodisturb,reserve,4,453.2,478.4,436.9,276.1,662.7,168.1,160.3,713.5
FL,disturbed,reserve,4,440.5,465.2,423.9,267.6,646.7,165,152.5,695.3
FL,nodisturb,conservation,4,330.7,350.5,310.4,192.6,509.6,139.4,81.1,539.6
FL,disturbed,conservation,4,319.8,339,299,185.3,495.6,136.6,74.3,523.8
FL,nodisturb,BAU,4,203.8,217.2,180.1,109.5,345.2,106.1,5.6,354.7
FL,disturbed,BAU,4,194.9,207.9,171.1,103.7,333.7,103.8,0.3,341.9
FL,nodisturb,intensive,4,109.9,117.9,86.9,53.4,212.3,74.1,0,208.8
FL,disturbed,intensive,4,104.3,112.2,82.3,49.1,203.5,71.3,0,199.7
GA,nodisturb,reserve,3,961.9,961.9,1006.9,834,1044.8,112.4,822,1191.8
GA,disturbed,reserve,3,951,951,996,824.2,1032.9,111.4,812.8,1179.2
GA,nodisturb,conservation,3,604.8,604.8,649.2,513.9,651.2,78.7,519.7,778.7
GA,disturbed,conservation,3,596,596,640.4,506.1,641.6,77.9,512.3,768.5
GA,nodisturb,BAU,3,336.9,336.9,354.8,279.3,376.7,51.1,270.7,438.9
GA,disturbed,BAU,3,330.3,330.3,347.4,273.5,370,50.5,264.4,430.4
GA,nodisturb,intensive,3,187.9,187.9,190.5,155.6,217.6,31.1,139.4,241.6
GA,disturbed,intensive,3,183.2,183.2,185.3,151.5,212.9,30.8,134.7,235.9
IA,nodisturb,reserve,4,109,116.9,114.1,54.1,153.8,44.4,41.1,187.1
IA,disturbed,reserve,4,106.9,114.7,111.9,52.8,151.1,43.8,39.9,184
IA,nodisturb,conservation,4,101.2,108.7,106.1,48.9,144,42.4,36.2,175.9
IA,disturbed,conservation,4,99.2,106.6,103.9,47.6,141.4,41.9,35,172.8
IA,nodisturb,BAU,4,90.8,97.7,95.2,42,130.7,39.8,29.7,160.6
IA,disturbed,BAU,4,88.8,95.7,93.2,40.8,128.2,39.2,28.7,157.7
IA,nodisturb,intensive,4,70.3,76.2,73.9,28.9,104.4,34.2,17.6,130.2
IA,disturbed,intensive,4,68.6,74.4,72.2,27.8,102.2,33.8,16.6,127.7
ID,nodisturb,reserve,4,572.9,575.9,581.8,229.8,897.9,274.4,130.5,1033.2
ID,disturbed,reserve,4,413.1,415.6,420.7,147.8,663.1,211.9,72.2,769.2
ID,nodisturb,conservation,4,530.2,533.1,538.9,205,838.2,260.1,111.1,966.7
ID,disturbed,conservation,4,375.7,378.1,383,126.2,610.6,199.2,55.2,710.7
ID,nodisturb,BAU,4,459.1,461.8,467.2,164.5,737.4,235.4,79.9,854.5
ID,disturbed,BAU,4,313.6,315.9,320.4,91.3,522.6,177.5,28.4,612.3
ID,nodisturb,intensive,4,361.9,364.3,369.2,111.8,597.3,199.7,40.8,697.7
ID,disturbed,intensive,4,230.2,232.2,236.1,46.9,401.6,146.2,0,476.6
IL,nodisturb,reserve,4,191.9,203.4,206.1,111.7,243.9,59.8,107.7,304.4
IL,disturbed,reserve,4,189.5,200.9,203.6,110,241,59.3,106,301.1
IL,nodisturb,conservation,4,173.8,184.6,187.3,98.8,222,56.1,95.1,279.5
IL,disturbed,conservation,4,171.6,182.2,184.9,97.2,219.2,55.6,93.5,276.3
IL,nodisturb,BAU,4,150.3,160,162.9,82.3,193.2,51,79,246.7
IL,disturbed,BAU,4,148.1,157.7,160.6,80.8,190.5,50.5,77.5,243.7
IL,nodisturb,intensive,4,107.4,115.2,118.2,53.1,140.1,41.2,50.5,185.9
IL,disturbed,intensive,4,105.6,113.2,116.2,51.9,137.8,40.7,49.3,183.2
IN,nodisturb,reserve,5,311.8,332.5,306.5,125.5,583.2,169.5,27.6,585.4
IN,disturbed,reserve,5,309.5,330.1,304.3,124.3,579.6,168.7,26.8,581.8
IN,nodisturb,conservation,5,279.8,298.9,275.2,108.1,532.3,157.4,16.2,534.2
IN,disturbed,conservation,5,277.7,296.7,273.2,106.9,528.8,156.6,15.6,530.8
IN,nodisturb,BAU,5,239.7,256.7,235.9,86.7,467.4,141.6,2.9,468.9
IN,disturbed,BAU,5,237.7,254.6,234,85.7,464.2,140.9,2.3,465.7
IN,nodisturb,intensive,5,169.3,182.4,167.1,51.5,350.2,111.9,0,351.2
IN,disturbed,intensive,5,167.6,180.6,165.5,50.6,347.5,111.2,0,348.5
KS,nodisturb,reserve,4,84.3,90.3,83.8,41.8,127.6,35,26.2,141.5
KS,disturbed,reserve,4,83,89,82.6,41,125.9,34.7,25.5,139.6
KS,nodisturb,conservation,4,81,86.9,80.6,39.6,123.4,34.2,24.3,136.8
KS,disturbed,conservation,4,79.8,85.6,79.3,38.8,121.7,33.9,23.6,135
KS,nodisturb,BAU,4,76.1,81.8,75.6,36.4,116.9,32.9,21.5,129.6
KS,disturbed,BAU,4,74.8,80.4,74.2,35.6,115.2,32.5,20.8,127.7
KS,nodisturb,intensive,4,66.4,71.6,65.7,30.1,104.1,30.2,15.9,115.4
KS,disturbed,intensive,4,65.2,70.4,64.6,29.3,102.6,29.9,15.3,113.8
KY,nodisturb,reserve,4,557.5,608.2,547,202.1,933.8,317,25.5,1068.5
KY,disturbed,reserve,4,543.4,593.3,532.8,194.4,913.6,311.9,19.7,1045.9
KY,nodisturb,conservation,4,473.7,519.3,462.6,154.9,814.8,287.9,0,936.2
KY,disturbed,conservation,4,460.7,505.4,449.5,147.8,796,283.1,0,915.2
KY,nodisturb,BAU,4,369.5,408.2,357.7,99,663.7,249.2,0,767.7
KY,disturbed,BAU,4,357.9,395.8,346,92.8,646.8,244.9,0,748.8
KY,nodisturb,intensive,4,229.4,257.6,217.1,32.4,451.3,189.9,0,529.4
KY,disturbed,intensive,4,220.4,247.8,207.7,28.8,437.5,185.8,0,513.3
LA,nodisturb,reserve,4,534.9,571.8,541.5,276.1,780.2,207.2,200.7,882.4
LA,disturbed,reserve,4,525,561.4,531.4,270.1,767,204.2,195.5,867.3
LA,nodisturb,conservation,4,358.8,386,360.6,168.7,545.4,154.3,106.7,614.4
LA,disturbed,conservation,4,350.6,377.3,352.2,163.8,534.3,151.7,102.6,601.8
LA,nodisturb,BAU,4,210.1,227.9,208.3,85,338.7,103.6,37.8,378.8
LA,disturbed,BAU,4,203.7,221.2,201.8,81.3,329.9,101.6,34.7,368.8
LA,nodisturb,intensive,4,116.9,127.7,114.2,41.6,197.5,63.7,9.4,219.1
LA,disturbed,intensive,4,112.3,122.8,109.6,39,191.2,62.3,7.1,212
MA,nodisturb,reserve,4,159.4,171.6,142.1,74.1,279.4,86.2,0.2,283.9
MA,disturbed,reserve,4,155.1,167.1,138,71.6,272.9,84.6,0,277.1
MA,nodisturb,conservation,4,148.4,160,131.7,67.4,262.9,82.2,0,266.9
MA,disturbed,conservation,4,144.3,155.6,127.8,64.9,256.6,80.6,0,260.4
MA,nodisturb,BAU,4,133.9,144.7,118,58.7,241,76.7,0,244.3
MA,disturbed,BAU,4,130,140.5,114.3,56.3,234.9,75.2,0,238
MA,nodisturb,intensive,4,104.4,113.4,90.4,41.4,195.4,65,0,197.3
MA,disturbed,intensive,4,100.9,109.7,87.2,39.3,189.9,63.6,0,191.7
MD,nodisturb,reserve,4,109.6,115.2,111.7,70.5,144.5,31.2,60.4,162.9
MD,disturbed,reserve,4,107.6,113.1,109.6,69.1,142.2,30.8,58.9,160.2
MD,nodisturb,conservation,4,100.7,105.9,102.2,64,134.4,29.6,53.4,150.9
MD,disturbed,conservation,4,98.8,104,100.2,62.7,132.2,29.2,52.1,148.2
MD,nodisturb,BAU,4,88.6,93.4,89.2,55.3,120.6,27.4,44.1,134.4
MD,disturbed,BAU,4,86.8,91.5,87.3,54.1,118.5,27,42.9,131.8
MD,nodisturb,intensive,4,65.9,69.7,65,39.3,94.3,23.1,27,103.1
MD,disturbed,intensive,4,64.3,68.1,63.4,38.2,92.5,22.8,25.8,100.9
ME,nodisturb,reserve,4,712.3,712.3,577.6,523.2,1170.8,307.7,71.4,1083.8
ME,disturbed,reserve,4,704.5,704.5,570.6,516.8,1160,305.7,67.7,1073.5
ME,nodisturb,conservation,4,554,554,434.6,393.2,953.4,267.9,0,875.3
ME,disturbed,conservation,4,547.2,547.2,428.6,387.7,943.9,266,0,866.2
ME,nodisturb,BAU,4,404.4,404.4,302.2,273.4,739.8,224.7,0,671.9
ME,disturbed,BAU,4,398.6,398.6,297.1,268.8,731.5,223,0,664
ME,nodisturb,intensive,4,232.4,232.4,157.8,142.7,471.4,159.9,0,420.8
ME,disturbed,intensive,4,228.2,228.2,154.2,139.2,465.2,158.5,0,415.1
MI,nodisturb,reserve,4,868,868,797.4,716.6,1160.7,203.8,462,1132.7
MI,disturbed,reserve,4,847.5,847.5,778.2,698.6,1135.1,200.3,448.8,1107.6
MI,nodisturb,conservation,4,719.7,719.7,658.2,585.7,976.8,179,363.8,952.6
MI,disturbed,conservation,4,701.1,701.1,640.8,569.4,953.4,175.6,351.8,929.7
MI,nodisturb,BAU,4,558.5,558.5,507.5,444.8,774.3,150.1,260.6,754.4
MI,disturbed,BAU,4,542,542,492,430.5,753.5,147.1,250.1,734
MI,nodisturb,intensive,4,334,334,299.2,253.2,484.5,104.5,127.3,471.1
MI,disturbed,intensive,4,321.2,321.2,287.2,242.1,468.3,102.1,119.3,455.2
MN,nodisturb,reserve,4,542.8,542.8,473,387.2,837.9,202.3,140.2,805.7
MN,disturbed,reserve,4,536.4,536.4,467.1,382.2,829.1,200.6,137.2,797.1
MN,nodisturb,conservation,4,455.5,455.5,392.6,318,718.8,180.6,95.5,689.6
MN,disturbed,conservation,4,449.6,449.6,387.2,313.5,710.7,179,92.7,681.7
MN,nodisturb,BAU,4,359,359,304.1,242.9,584.9,155.1,48.9,559.3
MN,disturbed,BAU,4,353.8,353.8,299.3,238.9,577.6,153.7,46.4,552.2
MN,nodisturb,intensive,4,216.8,216.8,175.4,136.4,380,112.6,0,360.6
MN,disturbed,intensive,4,212.7,212.7,171.7,133.2,374.2,111.4,0,355
MO,nodisturb,reserve,4,599.9,649.9,629,250.2,891.5,281.8,165.5,1092.4
MO,disturbed,reserve,4,589.2,638.5,617.8,244,877.1,278.3,160.1,1075.5
MO,nodisturb,conservation,4,549.1,596.1,576.2,219.7,824.1,266.1,138.5,1014
MO,disturbed,conservation,4,538.8,585.2,565.5,213.8,810.3,262.7,133.3,997.8
MO,nodisturb,BAU,4,479.6,522.5,504,178.9,731.2,244,102.7,905.4
MO,disturbed,BAU,4,470,512.3,494,173.5,718.2,240.8,98,890.1
MO,nodisturb,intensive,4,358.9,394.2,378.5,111.5,567,202.9,44.8,712.2
MO,disturbed,intensive,4,350.5,385.3,369.8,106.8,555.6,200,40.7,698.8
MS,nodisturb,reserve,4,796.4,858.3,839.5,362.4,1143.9,323,308.2,1370.9
MS,disturbed,reserve,4,783.4,844.6,825.9,355.2,1126.8,318.8,301.4,1350.3
MS,nodisturb,conservation,4,526.1,571,552.6,211.3,787.7,237.5,162,943.3
MS,disturbed,conservation,4,515.4,559.6,541.2,205.5,773.5,234,156.3,926.2
MS,nodisturb,BAU,4,297.7,326.5,309.7,95.9,475.5,156.9,51.6,567.8
MS,disturbed,BAU,4,289.4,317.7,300.9,91.6,464.4,154.2,47.3,554.5
MS,nodisturb,intensive,4,164.6,181.1,166.6,48.6,276.4,95.9,8.8,324.4
MS,disturbed,intensive,4,159.2,175.1,160.2,47.9,268.4,93.1,7.1,313.4
MT,nodisturb,reserve,4,601.8,614,638.5,214.5,915.6,298.2,147.9,1129
MT,disturbed,reserve,4,521.9,532.8,554.6,172.5,805.6,269.2,111.9,997.4
MT,nodisturb,conservation,4,565.2,576.9,600.4,192.7,867.4,286.9,128.4,1072.3
MT,disturbed,conservation,4,487.4,497.8,518.7,152.1,760.1,258.4,93.6,943.7
MT,nodisturb,BAU,4,516.8,527.8,549.8,164.4,803,271.5,103.3,996.4
MT,disturbed,BAU,4,441.9,451.6,471.1,125.6,699.6,243.8,70,872.3
MT,nodisturb,intensive,4,414,423.5,442.4,106.7,664.6,237,52.7,832.2
MT,disturbed,intensive,4,345.9,354.1,370.6,72.2,570,211.3,23.1,718.2
NC,nodisturb,reserve,3,807.5,807.5,785.3,782.7,854.6,40.8,718.2,852.4
NC,disturbed,reserve,3,792.5,792.5,770.1,767.3,840,41.2,702.3,837.9
NC,nodisturb,conservation,3,598.3,598.3,574.1,569,651.9,46.5,497.7,650.5
NC,disturbed,conservation,3,585.1,585.1,560.8,555.5,639,46.8,483.9,637.7
NC,nodisturb,BAU,3,378.1,378.1,351.8,345.6,436.9,51,267.9,435.7
NC,disturbed,BAU,3,367.3,367.3,340.9,334.6,426.3,51.2,256.6,425.2
NC,nodisturb,intensive,3,193.9,193.9,166.7,162.8,252.2,50.5,83.6,249.8
NC,disturbed,intensive,3,185.9,185.9,158.6,154.7,244.3,50.6,75.3,241.9
ND,nodisturb,reserve,4,29.8,32.7,29.5,8.8,51.2,18.7,0,60.3
ND,disturbed,reserve,4,29.4,32.4,29.1,8.7,50.7,18.5,0,59.7
ND,nodisturb,conservation,4,29.6,32.6,29.4,8.8,51,18.6,0,60
ND,disturbed,conservation,4,29.3,32.2,29,8.6,50.5,18.5,0,59.4
ND,nodisturb,BAU,4,29.4,32.3,29.1,8.6,50.7,18.6,0,59.6
ND,disturbed,BAU,4,29,32,28.8,8.5,50.2,18.4,0,59
ND,nodisturb,intensive,4,28.8,31.7,28.5,8.3,49.8,18.3,0,58.6
ND,disturbed,intensive,4,28.4,31.3,28.1,8.2,49.3,18.1,0,58
NE,nodisturb,reserve,4,40.7,44,33.6,17.9,77.7,26.2,0,76.7
NE,disturbed,reserve,4,40.2,43.5,33.2,17.6,76.9,26,0,75.9
NE,nodisturb,conservation,4,38.6,41.7,31.8,16.6,74.3,25.3,0,73.3
NE,disturbed,conservation,4,38.1,41.2,31.3,16.3,73.4,25,0,72.4
NE,nodisturb,BAU,4,35.4,38.4,28.9,14.8,69.1,23.8,0,68.1
NE,disturbed,BAU,4,34.9,37.8,28.4,14.5,68.3,23.6,0,67.3
NE,nodisturb,intensive,4,29.6,32.2,23.8,11.4,59.4,21.1,0,58.5
NE,disturbed,intensive,4,29.1,31.7,23.4,11.1,58.7,20.9,0,57.8
NH,nodisturb,reserve,5,206.2,220.6,214.7,76.6,290.7,85.2,74.6,354.8
NH,disturbed,reserve,5,202.1,216.3,210.5,74.5,285.3,84,72.3,348.7
NH,nodisturb,conservation,5,175.7,188.5,183.6,60.4,250.5,76.6,57.6,309.6
NH,disturbed,conservation,5,172,184.6,179.8,58.4,245.6,75.5,55.6,304
NH,nodisturb,BAU,5,141.1,152,148.4,42.7,204.4,66.4,39.2,257.6
NH,disturbed,BAU,5,137.7,148.5,144.9,41,199.9,65.4,37.4,252.4
NH,nodisturb,intensive,5,86.1,93.7,92.1,17.5,132,48.5,12.2,172
NH,disturbed,intensive,5,83.4,90.9,89.4,16.2,128.8,47.7,10.9,167.9
NJ,nodisturb,reserve,4,88.2,94.4,79.6,45.1,148.6,47.2,2,157.2
NJ,disturbed,reserve,4,85.9,91.9,77.4,43.6,145.2,46.3,1.2,153.6
NJ,nodisturb,conservation,4,86.2,92.2,77.7,43.8,145.6,46.4,1.2,154.1
NJ,disturbed,conservation,4,83.9,89.8,75.5,42.3,142.3,45.7,0.4,150.6
NJ,nodisturb,BAU,4,83.1,89,74.7,41.8,141.1,45.4,0,149.4
NJ,disturbed,BAU,4,80.9,86.7,72.7,40.4,137.8,44.6,0,146
NJ,nodisturb,intensive,4,76.4,81.9,68.3,37.5,131.3,43.1,0,139.2
NJ,disturbed,intensive,4,74.2,79.7,66.3,36.2,128.1,42.2,0,135.8
NM,nodisturb,reserve,4,313.9,291.6,246.9,72.1,689.7,266.1,0,684.8
NM,disturbed,reserve,4,291.4,270.1,227.4,64.3,646.5,251.2,0,640.6
NM,nodisturb,conservation,4,306.5,284.4,240.3,69.1,676.3,261.8,0,670.9
NM,disturbed,conservation,4,284.2,263.1,221,61.4,633.5,247,0,627.2
NM,nodisturb,BAU,4,296.4,274.7,231.3,65,658,255.8,0,652.1
NM,disturbed,BAU,4,274.4,253.7,212.2,57.4,615.9,241.2,0,609.1
NM,nodisturb,intensive,4,270.9,250.2,208.6,54.9,611.5,240.5,0,604.3
NM,disturbed,intensive,4,249.9,230.1,190.4,47.8,570.9,226.4,0,562.8
NV,nodisturb,reserve,4,121.1,107.4,80,46.8,277.7,105.7,0,253.9
NV,disturbed,reserve,4,120.8,107.1,79.7,46.6,277,105.5,0,253.2
NV,nodisturb,conservation,4,120.7,107,79.7,46.5,276.9,105.5,0,253.1
NV,disturbed,conservation,4,120.3,106.6,79.3,46.3,276.2,105.2,0,252.4
NV,nodisturb,BAU,4,120,106.4,79.1,46.1,275.8,105.2,0,252.1
NV,disturbed,BAU,4,119.7,106,78.8,45.9,275.1,104.9,0,251.4
NV,nodisturb,intensive,4,118.4,104.8,77.7,45.1,273,104.4,0,249.4
NV,disturbed,intensive,4,118,104.5,77.4,44.9,272.3,104.1,0,248.7
NY,nodisturb,reserve,4,817.5,889.1,854.5,316.4,1244.6,384.9,221.4,1487.5
NY,disturbed,reserve,4,798,868.3,834.2,305.7,1217.8,378.3,212,1456.4
NY,nodisturb,conservation,4,728.2,794.2,761.9,266,1122.9,355.7,176.7,1347
NY,disturbed,conservation,4,709.8,774.6,742.8,256,1097.5,349.4,168,1317.5
NY,nodisturb,BAU,4,616.9,675.7,646.4,205,969.7,318,123.2,1169.6
NY,disturbed,BAU,4,599.8,657.5,628.7,195.9,946,312.1,115.4,1142
NY,nodisturb,intensive,4,422.1,467.4,443.9,105.4,695.3,246.7,38.1,849.7
NY,disturbed,intensive,4,407.8,452.1,429,98,675.3,241.6,31.6,826.4
OH,nodisturb,reserve,5,444.4,476.8,409,152.8,783.8,230.3,30.2,787.8
OH,disturbed,reserve,5,437,469,402.3,149,772.6,227.5,28,776.6
OH,nodisturb,conservation,5,398.7,428.7,367.3,128.5,714.9,213.9,15.4,719.2
OH,disturbed,conservation,5,391.7,421.3,360.9,125,704.2,211.3,13.3,708.5
OH,nodisturb,BAU,5,337.3,363.9,311.3,97.1,620.9,191.1,0,625.6
OH,disturbed,BAU,5,330.9,357.2,305.4,93.9,611.1,188.7,0,615.7
OH,nodisturb,intensive,5,241.1,262.1,223.9,51.5,469.4,152.4,0,474.6
OH,disturbed,intensive,5,235.7,256.5,219,48.9,461,150.3,0,466.3
OK,nodisturb,reserve,4,332.3,363.3,363,115.4,487.9,169.1,85,641.1
OK,disturbed,reserve,4,322.8,353.1,352.9,110.6,474.7,165.5,80.6,625.2
OK,nodisturb,conservation,4,293,321.4,321.4,94.6,434.7,155.4,65.8,577.1
OK,disturbed,conservation,4,284,311.7,311.8,90.1,422.3,152.1,61.7,561.9
OK,nodisturb,BAU,4,241.8,266.5,266.9,68.6,364.6,136.8,41.8,492
OK,disturbed,BAU,4,233.5,257.6,258.1,64.5,353.2,133.7,38.1,478.1
OK,nodisturb,intensive,4,165.3,184.2,185.1,33.2,257.8,106.6,9.8,360.4
OK,disturbed,intensive,4,158.4,176.7,177.7,29.9,248.2,103.9,6.7,348.7
OR,nodisturb,reserve,3,2025.7,1770.7,1528,1248.3,3300.9,1113.1,0,3359.1
OR,disturbed,reserve,3,1757.7,1530,1313.5,1063.5,2896,993.7,0,2948.2
OR,nodisturb,conservation,3,1673.5,1451.1,1239.7,995,2785.9,971.1,0,2837.1
OR,disturbed,conservation,3,1427.5,1230.4,1043.2,826.4,2412.8,860.2,0,2458.2
OR,nodisturb,BAU,3,1295.8,1110.6,935,730.7,2221.7,808.3,0,2264.7
OR,disturbed,BAU,3,1076.3,914.1,760.3,581.4,1887.2,707.9,0,1924.9
OR,nodisturb,intensive,3,782.9,655.4,534.8,393.6,1420.3,556.5,0,1450.2
OR,disturbed,intensive,3,609.4,500.6,397.5,277.3,1153.5,475,0,1178.9
PA,nodisturb,reserve,3,810,810,826.2,635.6,968.1,166.8,551.7,1100.7
PA,disturbed,reserve,3,795.4,795.4,812.2,622.6,951.4,165,540.7,1083.7
PA,nodisturb,conservation,3,696.8,696.8,717.4,533.9,839.1,153.6,464.7,970.1
PA,disturbed,conservation,3,683.2,683.2,704.3,521.9,823.5,151.9,454.4,954.2
PA,nodisturb,BAU,3,560.2,560.2,585.9,412.5,682.3,136.7,361,810.8
PA,disturbed,BAU,3,548,548,574.1,401.6,668.2,135.2,351.7,796.5
PA,nodisturb,intensive,3,352.4,352.4,384.8,232.1,440.2,107.8,207.5,562.1
PA,disturbed,intensive,3,342.5,342.5,375.2,223.4,428.8,106.5,199.9,550.5
RI,nodisturb,reserve,4,16,16.9,13.4,8.2,28.8,9.4,0,29
RI,disturbed,reserve,4,15.7,16.5,13.2,7.9,28.3,9.3,0,28.5
RI,nodisturb,conservation,4,14.8,15.6,12.5,7.2,27,9,0,27.3
RI,disturbed,conservation,4,14.4,15.2,12.1,6.9,26.5,8.9,0,26.8
RI,nodisturb,BAU,4,13,13.8,10.9,5.7,24.4,8.4,0,24.8
RI,disturbed,BAU,4,12.7,13.4,10.7,5.5,23.9,8.3,0,24.3
RI,nodisturb,intensive,4,9.9,10.6,8.3,3.3,19.8,7.3,0,20.4
RI,disturbed,intensive,4,9.7,10.3,8.1,3.1,19.3,7.2,0,19.9
SC,nodisturb,reserve,3,514.8,514.8,522.6,479.9,541.9,31.7,470.4,574.8
SC,disturbed,reserve,3,508.3,508.3,515.9,473.6,535.4,31.6,463.9,567.9
SC,nodisturb,conservation,3,324.8,324.8,326.1,294.5,353.8,29.7,277.3,374.9
SC,disturbed,conservation,3,319.5,319.5,320.7,289.3,348.6,29.7,271.9,369.5
SC,nodisturb,BAU,3,177.9,177.9,174.7,152.7,206.3,26.9,130.4,219
SC,disturbed,BAU,3,173.9,173.9,170.6,148.9,202.3,26.9,126.4,214.8
SC,nodisturb,intensive,3,99,99,94.6,79.6,122.9,22,58.4,130.8
SC,disturbed,intensive,3,96.2,96.2,91.7,76.9,120,21.9,55.7,127.7
SD,nodisturb,reserve,4,25.2,27.2,27.2,11,35.3,10.2,10.4,44
SD,disturbed,reserve,4,25,27,27,10.9,35.1,10.2,10.3,43.8
SD,nodisturb,conservation,4,20.1,21.8,21.4,8.2,29.3,8.7,7,35.8
SD,disturbed,conservation,4,20,21.7,21.3,8.1,29.2,8.7,6.9,35.7
SD,nodisturb,BAU,4,14.6,15.9,15.2,5.2,22.7,7.2,3.3,27
SD,disturbed,BAU,4,14.5,15.8,15,5.2,22.6,7.2,3.2,26.8
