PLOT,FIRST_PLTCN,FIRST_INVYR,PUB_LAT,PUB_LONG,COUNTYCD,N_CYCLES,BIOM_1997_Mgha,BIOM_1998_Mgha,BIOM_1999_Mgha,BIOM_2000_Mgha,BIOM_2001_Mgha,BIOM_2002_Mgha,BIOM_2003_Mgha,BIOM_2004_Mgha,BIOM_2005_Mgha,BIOM_2006_Mgha,BIOM_2007_Mgha,BIOM_2008_Mgha,BIOM_2009_Mgha,BIOM_2010_Mgha,BIOM_2011_Mgha,BIOM_2012_Mgha,BIOM_2013_Mgha,BIOM_2014_Mgha,BIOM_2015_Mgha,BIOM_2016_Mgha,BIOM_2017_Mgha,BIOM_2018_Mgha,BIOM_2019_Mgha,BIOM_2020_Mgha,BIOM_2021_Mgha,BIOM_2022_Mgha,BIOM_2023_Mgha,BIOM_2024_Mgha
2,56754503010478,1997,34.631385,-84.300043,123,6,145.749,,,,,,154.179,,,,,161.848,,,,,167.234,,,,,182.116,,,,,212.451,
3,56693647010478,1997,32.219198,-82.619135,209,6,181.333,,,,,192.982,,,,,111.853,,,,,151.238,,,,,171.905,,,,,168.332,,
3,56601685010478,1997,31.984649,-81.719792,179,6,231.862,,,246.514,,,,,265.423,,,,,288.552,,,,,324.363,,,,,320.211,,,,
3,56906089010478,1997,31.927282,-84.523666,307,6,30.438,,,,42.881,,,,,55.076,,,,,66.829,,,,,75.841,,,,,79.157,,,
3,56582560010478,1997,34.877377,-83.363173,241,6,142.842,,146.934,,,,,,,160.323,,,,,183.468,,,,,182.285,,,,,208.257,,,
3,56813494010478,1997,33.270382,-84.746026,77,6,109.266,,,,111.875,,,,,129.773,,,,,133.866,,,,,148.577,,,,,168.241,,,
3,56831750010478,1997,34.923577,-85.068256,47,6,202.428,,,224.718,,,,,230.241,,,,,225.888,,,,,218.31,,,,,213.281,,,,
3,56570481010478,1997,31.44139,-82.085047,229,6,118.021,,,137.727,,,,,162.411,,,,,197.069,,,,,236.155,,,,,258.672,,,,
3,56910231010478,1997,34.754068,-83.678815,311,6,334.099,,,,,341.943,,,,,369.988,,,,,403.093,,,,,443.946,,,,,479.147,,
3,56738313010478,1997,34.87064,-84.585147,111,6,244.863,,,,270.991,,,,,294.484,,,,,319.817,,,,,327.18,,,,,317.725,,,
3,56730703010478,1997,33.423753,-85.10911,149,6,116.133,123.79,,,,,,,,,137.461,,,,,149.076,,,,,166.472,,,,,186.723,,
3,56575051010478,1997,33.915972,-85.139099,233,6,156.306,,,170.072,,,,,199.107,,,,,216.406,,,,,237.404,,,,,259.676,,,,
3,56948771010478,1997,33.26776,-84.254797,255,6,46.608,,,57.017,,,,,80.366,,,,,78.808,,,,,23.994,,,,,28.589,,,,
3,56592753010478,1997,32.921286,-81.641305,251,6,171.038,,190.562,,,,,,,208.213,,,,,240.643,,,,,185.871,,,,,199.936,,,
3,56745139010478,1997,34.210458,-85.256388,115,6,106.258,,,,,121.828,,,,,145.457,,,,,195.049,,,,,214.019,,,,,190.114,,
3,56839882010478,1997,32.391876,-84.713767,53,6,59.371,,,,,,79.743,,,,,93.743,,,,,96.66,,,,,107.156,,,,,136.574,
3,56948840010478,1997,34.515136,-83.431689,257,6,50.889,51.504,,,,,,,,,,,75.8,,,,,99.598,,,,,120.413,,,,,144.49
3,56820979010478,1997,34.939056,-85.546132,83,6,141.127,156.542,,,,,,,,,,192.631,,,,,199.813,,,,,216.145,,,,,221.28,
3,56571985010478,1997,33.114932,-84.285622,231,6,32.023,,,,,,70.521,,,,,95.78,,,,,123.99,,,,,153.261,,,,,169.564,
3,56693514010478,1997,33.023715,-83.725216,207,6,95.079,,111.898,,,,,,,,,104.876,,,,,102.884,,,,,123.344,,,,,119.44,
3,56878934010478,1997,31.486173,-82.420071,5,6,273.116,,281.508,,,,,,,,,,298.383,,,,,319.802,,,,,295.653,,,,,284.147
3,56799498010478,1997,32.225808,-81.976275,109,6,58.115,,,,,,86.968,,,,,95.687,,,,,90.569,,,,,106.607,,,,,121.74,
3,56937907010478,1997,32.791525,-84.359381,293,6,120.462,,,,,,136.031,,,,,152.888,,,,,158.138,,,,,164.549,,,,,198.862,
3,56713869010478,1997,34.723683,-83.607347,137,6,273.159,,,,,,,282.034,,,,,330.212,,,,,249.866,,,,,270.903,,,,,300.033
3,56687754010478,1997,31.242604,-84.782699,201,6,148.134,,180.008,,,,,,99.706,,,,,112.246,,,,,138.018,,,,,118.086,,,,
3,56862516010478,1997,33.149138,-83.379666,9,6,53.52,,,,,,66.996,,,,,70.488,,,,,74.164,,,,,76.598,,,,,77.873,
3,56940324010478,1997,34.71297,-85.432226,295,6,165.607,,175.603,,,,,,,,,,181.272,,,,,201.704,,,,,219.921,,,,,83.068
4,56948585010478,1997,33.297938,-84.105422,255,6,120.085,,125.865,,,,,,,,154.825,,,,,182.129,,,,,224.372,,,,,257.168,,
4,56597900010478,1997,31.896279,-84.0218,177,6,298.822,,,,337.383,,,,,314.363,,,,,322.321,,,,,297.64,,,,,282.508,,,
4,56667008010478,1997,32.780431,-82.003246,165,6,27.375,33.917,,,,,,,66.107,,,,,101.111,,,,,149.068,,,,,141.542,,,,
4,56687662010478,1997,31.171437,-84.722774,201,6,267.792,,,,164.236,,,,,168.299,,,,,181.593,,,,,185.856,,,,,153.443,,,
4,56752282010478,1997,34.837154,-84.566664,123,6,264.551,,,,,272.752,,,,,278.21,,,,,302.541,,,,,324.342,,,,,331.341,,
4,56928617010478,1997,33.140835,-85.100576,285,6,42.588,,62.513,,,,,,69.202,,,,,187.176,,,,,193.134,,,,,198.786,,,,
4,56734587010478,1997,33.605234,-84.205478,151,6,168.636,,165.198,,,,,,181.672,,,,,209.657,,,,,243.363,,,,,266.723,,,,
4,56708083010478,1997,33.973261,-84.854319,223,6,119.311,,,,,,,132.052,,,,,152.666,,,,,177.15,,,,,198.818,,,,,259.275
4,56702201010478,1997,33.513078,-83.825489,217,6,62.373,,,,,,,64.304,,,,,79.552,,,,,86.979,,,,,69.833,,,,,83.034
4,56610630010478,1997,34.500568,-84.024152,187,6,158.308,,179.771,,,,,,,,,,195.575,,,,,223.906,,,,,229.669,,,,,252.18
5,56727848010478,1997,32.866904,-84.757405,145,6,18.012,,,,40.236,,,,,55.317,,,,,61.422,,,,,17.753,,,,,1.794,,,
5,56641765010478,1997,33.355911,-84.003381,35,6,88.979,,113.159,,,,,,,159.688,,,,,199.29,,,,,278.394,,,,,346.631,,,
5,56943319010478,1997,34.622952,-85.435436,295,6,147.957,,,,167.098,,,,,182.48,,,,,211.52,,,,,233.707,,,,,255.384,,,
5,56637196010478,1997,33.017401,-82.171422,33,6,447.733,481.64,,,,,,,,516.08,,,,,468.313,,,,,499.642,,,,,552.029,,,
5,56680888010478,1997,32.507032,-82.970924,175,6,55.008,,,82.759,,,,,92.001,,,,,127.235,,,,,154.011,,,,,179.731,,,,
5,56925948010478,1997,34.938665,-83.650275,281,6,162.6,,,160.129,,,,,130.919,,,,,127.622,,,,,146.851,,,,,155.033,,,,
5,56841627010478,1997,34.432135,-85.321785,55,6,96.342,101.594,,,,,,,,,105.768,,,,,117.135,,,,,136.409,,,,,158.403,,
5,56828190010478,1997,33.787173,-84.134314,89,6,62.505,,,70.389,,,,,72.296,,,,,79.827,,,,,13.002,,,,,16.186,,,,
5,56582651010478,1997,34.935838,-83.363089,241,6,162.517,,,160.89,,,,,162.877,,,,,184.845,,,,,195.158,,,,,221.682,,,,
5,56911934010478,1997,34.631249,-84.921677,313,6,20.567,20.998,,,,,,,,,,32.315,,,,,32.078,,,,,42.852,,,,,53.81,
5,56929325010478,1997,33.093063,-84.999997,285,6,96.765,,,,,,,105.58,,,,,101.876,,,,,112.678,,,,,126.83,,,,,139.215
5,56708325010478,1997,33.929351,-84.8248,223,6,141.788,148.099,,,,,,,155.307,,,,,119.278,,,,,110.957,,,,,119.114,,,,
5,56791544010478,1997,34.169012,-82.832633,105,6,94.234,,,,,,90.702,,,,,92.541,,,,,87.641,,,,,97.291,,,,,108.474,
5,56610553010478,1997,34.455697,-84.067558,187,6,156.208,,,,,,,144.577,,,,141.574,,,,,154.726,,,,,181.754,,,,,199.904,
5,56591491010478,1997,32.81725,-81.715492,251,6,141.46,,,,,,172.646,,,,,71.112,,,,,50.621,,,,,54.212,,,,,76.606,
5,56829115010478,1997,33.640425,-84.97783,45,6,86.71,,,,,,,106.141,,,,,110.949,,,,,121.39,,,,,123.699,,,,,146.387
5,56846394010478,1997,33.978342,-83.461798,59,6,94.985,,94.245,,,,,,,,,,100.978,,,,,44.105,,,,,52.169,,,,,63.311
6,56642732010478,1997,33.221547,-83.997418,35,6,119.056,124.088,,,,,,,,,134.749,,,,,66.593,,,,,82.226,,,,,89.429,,
6,56930772010478,1997,32.927833,-85.03767,285,6,191.992,198.998,,,,,,,,218.878,,,,,274.867,,,,,267.483,,,,,332.016,,,
6,56709001010478,1997,33.930049,-84.992629,223,6,21.048,,,34.237,,,,,46.527,,,,,55.654,,,,,72.729,,,,,92.417,,,,
6,56831295010478,1997,34.921999,-85.164825,47,6,38.902,,,52.486,,,,,46.246,,,,,48.042,,,,,35.81,,,,,24.562,,,,
6,56949189010478,1997,34.605864,-83.345805,257,6,130.253,,,152.239,,,,,158.133,,,,,179.266,,,,,207.713,,,,,251.954,,,,
6,56914943010478,1997,31.956797,-83.575304,315,6,52.277,,,,,64.35,,,,,71.764,,,,,69.775,,,,,89.168,,,,,115.801,,
6,56813909010478,1997,33.281092,-84.72646,77,6,159.772,,,,,162.988,,,,,178.902,,,,,205.665,,,,,245.602,,,,,245.41,,
6,56611074010478,1997,34.652515,-84.035725,187,6,174.804,,,,169.872,,,,,181.865,,,,,200.15,,,,,215.606,,,,,247.121,,,
6,56568797010478,1997,34.448326,-84.583258,227,6,152.448,161.528,,,,,,,,,203.527,,,,,180.386,,,,,208.579,,,,,258.722,,
6,56662980010478,1997,33.309814,-82.362818,163,6,145.853,,150.911,,,,,,139.657,,,,,150.99,,,,,134.857,,,,,143.519,,,,
6,56644021010478,1997,31.569347,-84.682068,37,6,70.803,,,103.776,,,,,73.734,,,,,97.829,,,,,109.362,,,,,140.987,,,,
6,56894541010478,1997,33.300354,-82.654755,301,6,105.502,98.12,,,,,,,81.25,,,,,85.405,,,,,83.983,,,,,127.223,,,,
6,56609312010478,1997,30.857407,-83.16069,185,6,68.427,81.319,,,,,,,,102.947,,,,,109.669,,,,,123.318,,,,,133.654,,,
6,56909111010478,1997,34.555381,-83.852617,311,6,67.549,,,59.392,,,,,52.508,,,,,64.773,,,,,75.03,,,,,94.823,,,,
6,56751107010478,1997,33.58,-84.63,121,6,134.549,,139.99,,,,,,136.279,,,,,148.212,,,,,165.823,,,,,192.747,,,,
6,56704377010478,1997,33.957475,-83.208529,221,6,100.798,,122.364,,,,,,,,,,151.205,,,,,189.99,,,,,229.008,,,,,268.738
6,56723991010478,1997,33.721622,-85.182787,143,6,98.802,,,,,,135.215,,,,,178.358,,,,,192.976,,,,,218.679,,,,,251.119,
7,56948504010478,1997,33.199372,-84.150064,255,6,212.754,,,,,195.067,,,,,210.368,,,,,227.236,,,,,207.243,,,,,223.827,,
7,56949420010478,1997,34.600502,-83.293392,257,6,46.472,49.4,,,,,,,,,99.573,,,,,116.014,,,,,134.104,,,,,168.278,,
7,56971861010478,1997,31.700744,-84.456838,273,6,162.343,,,,194.719,,,,,195.213,,,,,201.209,,,,,213.929,,,,,206.785,,,
7,56643258010478,1997,31.534408,-84.654442,37,6,26.018,28.351,,,,,,,,29.665,,,,,49.364,,,,,68.281,,,,,87.948,,,
7,56910097010478,1997,34.73596,-83.710357,311,6,142.239,,,,121.078,,,,,84.751,,,,,94.925,,,,,106.842,,,,,123.347,,,
7,56936264010478,1997,34.672772,-84.040431,291,6,281.272,,,,,314.523,,,,,331.413,,,,,361.029,,,,,402.9,,,,,360.517,,
7,56925609010478,1997,34.901456,-83.762949,281,6,96.295,,103.927,,,,,,,,123.581,,,,,132.578,,,,,154.077,,,,,158.165,,
7,56944688010478,1997,33.831703,-83.753425,297,6,1.208,,,,,15.907,,,,,27.088,,,,,63.298,,,,,104.709,,,,,149.048,,
7,56792085010478,1997,34.149335,-82.784124,105,6,47.208,58.736,,,,,,,73.424,,,,,92.366,,,,,114.382,,,,,149.41,,,,
7,173673255010854,1997,32.108457,-82.896326,309,6,147.413,140.926,,,,,,,,,,,183.57,,,,,187.652,,,,,180.144,,,,,178.908
7,56623580010478,1997,32.483859,-84.53363,197,6,38.28,,,,,,,20.806,,,,,25.836,,,,,28.982,,,,,35.772,,,,,34.753
7,56797741010478,1997,32.695329,-82.377093,107,6,151.11,,170.719,,,,,,,,,168.03,,,,,156.208,,,,,182.636,,,,,203.663,
7,56840509010478,1997,34.550153,-85.487771,55,6,147.561,,166.618,,,,,,175.282,,,,,184.878,,,,,199.769,,,,,235.105,,,,
7,56779586010478,1997,33.617702,-84.902998,97,6,208.283,,,,,,237.631,,,,,267.063,,,,,254.481,,,,,294.355,,,,,344.856,
7,56777921010478,1997,31.558684,-84.438727,95,6,106.937,,,,,,,28.198,,,,,42.34,,,,,60.22,,,,,98.72,,,,,132.515
7,56656123010478,1997,33.484843,-83.717526,159,6,77.157,,91.487,,,,,,,,,140.887,,,,,156.393,,,,,185.77,,,,,224.633,
7,56611519010478,1997,34.682008,-83.968032,187,6,450.968,,,,,,,556.115,,,,,406.074,,,,,440.9,,,,,468.733,,,,,491.262
7,56940749010478,1997,34.877408,-85.399967,295,6,165.872,,,,,,,185.485,,,,,193.11,,,,,196.214,,,,,209.214,,,,,224.125
8,56608276010478,1997,30.809292,-83.387052,185,6,73.31,,,,,12.561,,,,,25.443,,,,,45.001,,,,,66.658,,,,,91.743,,
8,56650906010478,1997,33.433066,-85.261709,45,6,84.655,,99.632,,,,,,,,123.613,,,,,133.595,,,,,144.815,,,,,169.7,,
8,56755353010478,1997,33.187427,-82.64548,125,6,72.052,,,,,77.742,,,,,95.347,,,,,100.222,,,,,64.827,,,,,12.342,,
8,56767989010478,1997,32.903453,-83.053173,319,6,123.701,,135.992,,,,,,,,139.958,,,,,147.539,,,,,162.435,,,,,88.467,,
8,56763327010478,1997,30.869595,-84.169374,131,6,39.273,,35.799,,,,,,,,12.593,,,,,12.859,,,,,13.891,,,,,15.076,,
8,56936848010478,1997,34.950793,-83.939176,291,6,179.506,,,,192.978,,,,,201.527,,,,,232.722,,,,,251.243,,,,,272.973,,,
8,56821432010478,1997,34.554812,-84.250498,85,6,141.718,,,,146.631,,,,,158.75,,,,,161.825,,,,,177.47,,,,,178.037,,,
8,56583240010478,1997,34.882148,-83.501805,241,6,163.249,,,,153.656,,,,,160.85,,,,,163.334,,,,,165.478,,,,,184.968,,,
8,56728917010478,1997,34.378452,-83.079884,147,6,191.685,,209.914,,,,,,,,244.914,,,,,285.329,,,,,302.058,,,,,312.786,,
8,56713088010478,1997,34.050659,-83.869312,135,6,120.321,,,,71.677,,,,,96.313,,,,,118.494,,,,,160.37,,,,,184.145,,,
8,56909298010478,1997,34.546072,-83.777677,311,6,104.053,105.81,,,,,,,,,76.694,,,,,75.806,,,,,95.364,,,,,118.215,,
8,56882259010478,1997,31.178353,-83.210218,19,6,41.023,,,,42.246,,,,,50.224,,,,,52.448,,,,,53.763,,,,,57.483,,,
8,56920423010478,1997,31.583923,-83.64167,277,6,297.984,294.89,,,,,,,308.605,,,,,272.905,,,,,259.464,,,,,255.851,,,,
8,56960837010478,1997,33.607757,-82.926732,265,6,75.726,80.99,,,,,,,,,,102.56,,,,,144.035,,,,,150.142,,,,,170.897,
8,56741786010478,1997,33.488706,-84.470197,113,6,33.094,30.002,,,,,,,,,,42.788,,,,,50.855,,,,,101.681,,,,,56.132,
8,56707622010478,1997,33.798367,-84.914141,223,6,151.141,,,,,,,157.17,,,,,148.993,,,,,165.868,,,,,199.714,,,,,123.951
8,56962858010478,1997,31.937952,-82.061284,267,6,112.117,,,,,,,109.662,,,,,129.504,,,,,144.545,,,,,98.281,,,,,101.134
8,56925413010478,1997,34.97655,-83.867169,281,6,159.821,,165.77,,,,,,,,,,212.802,,,,,208.641,,,,,224.957,,,,,246.597
8,56641642010478,1997,33.289603,-83.960272,35,6,52.945,,,,,,81.224,,,,,87.094,,,,,64.934,,,,,66.463,,,,,68.18,
9,56800804010478,1997,32.056778,-81.835922,109,6,47.645,,51.458,,,,,,45.983,,,,,45.73,,,,,51.2,,,,,54.514,,,,
9,56708762010478,1997,34.072507,-84.755091,223,6,63.565,69.144,,,,,,,86.65,,,,,82.687,,,,,91.653,,,,,101.541,,,,
9,56769712010478,1997,31.56197,-83.900515,321,6,33.473,37.555,,,,,,,,,3.603,,,,,7.06,,,,,20.619,,,,,41.887,,
9,56717700010478,1997,34.462897,-83.642622,139,6,34.041,,,,,18.492,,,,,22.977,,,,,25.959,,,,,29.791,,,,,35.237,,
9,56580264010478,1997,31.856286,-85.000894,239,6,110.507,,111.142,,,,,,,135.667,,,,,150.618,,,,,152.943,,,,,154.541,,,
9,56715091010478,1997,34.687629,-83.472099,137,6,163.412,,168.767,,,,,,,199.045,,,,,214.775,,,,,174.94,,,,,142.618,,,
9,56912616010478,1997,32.023047,-83.603798,315,6,63.286,,,,108.195,,,,,130.229,,,,,162.438,,,,,166.696,,,,,141.537,,,
9,56944179010478,1997,33.843509,-83.814107,297,6,146.974,149.899,,,,,,,185.558,,,,,191.223,,,,,217.474,,,,,273.605,,,,
9,56698592010478,1997,34.902302,-84.706909,213,6,120.858,,,,,171.031,,,,,190.361,,,,,217.601,,,,,216.751,,,,,232.873,,
9,56780277010478,1997,33.715046,-84.730747,97,6,232.172,244.606,,,,,,,,209.399,,,,,228.019,,,,,257.915,,,,,287.313,,,
9,56943524010478,1997,34.745767,-85.170561,295,6,194.97,,,198.128,,,,,200.979,,,,,212.095,,,,,175.397,,,,,186.98,,,,
9,56818720010478,1997,31.98207,-83.801566,81,6,131.562,,,,,156.501,,,,,162.412,,,,,132.42,,,,,82.941,,,,,96.767,,
9,56601931010478,1997,33.92951,-82.599271,181,6,135.975,141.029,,,,,,,,,,176.961,,,,,197.571,,,,,229.232,,,,,222.739,
9,56743329010478,1997,34.313886,-85.173525,115,6,132.176,,,,,,132.352,,,,,108.459,,,,,155.023,,,,,163.85,,,,,174.32,
9,56910717010478,1997,34.63527,-85.041448,313,6,77.581,,74.553,,,,,,,,,,103.514,,,,,119.893,,,,,137.592,,,,,149.201
9,56764740010478,1997,33.732391,-83.269339,133,6,103.557,,,,,,,153.196,,,,,175.654,,,,,162.114,,,,,174.533,,,,,219.149
9,56684030010478,1997,32.868718,-84.697318,199,6,96.524,,,,,,99.772,,,,,101.623,,,,,120.732,,,,,112.152,,,,,120.005,
9,56865136010478,1997,34.025576,-83.817833,13,6,72.245,,,,,,76.372,,,,,58.871,,,,,93.861,,,,,109.082,,,,,123.334,
9,56791635010478,1997,34.094365,-82.861153,105,6,55.088,,61.296,,,,,,,,,80.277,,,,,95.401,,,,,109.748,,,,,32.089,
9,56964262010478,1997,31.93207,-81.899443,267,6,83.004,,,,,,,29.299,,,,,56.428,,,,,65.405,,,,,72.844,,,,,82.607
9,56846916010478,1997,33.895655,-83.335317,59,6,117.94,,,,,,,114.484,,,,,98.13,,,,,116.502,,,,,136.843,,,,,82.117
9,56823129010478,1997,34.43801,-84.170449,85,6,177.679,,,205.637,,,,,252.011,,,,,276.553,,,,,322.691,,,,,351.217,,,,
10,56943767010478,1997,33.758516,-83.913659,297,6,141.899,147.268,,,,,,,,,172.047,,,,,197.788,,,,,208.737,,,,,171.274,,
10,56575750010478,1997,32.233067,-83.518888,235,6,141.846,130.038,,,,,,,,116.037,,,,,112.793,,,,,124.312,,,,,134.457,,,
10,56822046010478,1997,34.362771,-84.151705,85,6,154.586,,,,,172.587,,,,,182.132,,,,,202.361,,,,,203.149,,,,,217.864,,
10,56574054010478,1997,34.044787,-85.332836,233,6,48.689,,,,50.128,,,,,37.683,,,,,44.455,,,,,53.427,,,,,68.643,,,
10,56857970010478,1997,34.067295,-84.70856,67,6,30.047,31.258,,,,,,,,,27.643,,,,,48.618,,,,,281.457,,,,,40.516,,
10,56735915010478,1997,32.559079,-83.694382,153,6,249.62,,,,268.699,,,,,277.746,,,,,276.81,,,,,298.973,,,,,120.577,,,
10,56589219010478,1997,33.69274,-84.017356,247,6,34.408,,,,87.223,,,,,108.83,,,,,122.951,,,,,134.169,,,,,85.236,,,
10,56949598010478,1997,34.580961,-83.189713,257,6,160.378,,,,64.489,,,,,74.08,,,,,80.456,,,,,73.897,,,,,89.432,,,
10,56610941010478,1997,34.606546,-84.055376,187,6,153.978,,,,,151.923,,,,,165.649,,,,,186.847,,,,,213.539,,,,,262.443,,
10,56939314010478,1997,32.978052,-84.245247,293,6,129.168,,,,,172.165,,,,,201.577,,,,,210.827,,,,,237.359,,,,,264.044,,
10,56803521010478,1997,31.621659,-82.715266,69,6,21.85,,,,55.575,,,,,71.235,,,,,113.198,,,,,143.536,,,,,49.873,,,
10,56766675010478,1997,32.716635,-83.197355,319,6,71.993,79.348,,,,,,,,115.313,,,,,76.409,,,,,93.126,,,,,83.932,,,
10,56587251010478,1997,33.358624,-82.124834,245,6,62.359,,,,,135.317,,,,,172.577,,,,,205.982,,,,,206.707,,,,,232.467,,
10,56690831010478,1997,32.96649,-84.011163,207,6,162.141,176.76,,,,,,,,,,,209.134,,,,,218.003,,,,,236.033,,,,,227.034
10,56799933010478,1997,32.122983,-81.860028,109,6,249.149,233.339,,,,,,,,,,266.318,,,,,253.649,,,,,277.734,,,,,276.448,
10,56570612010478,1997,31.281499,-82.072357,229,6,280.701,,286.915,,,,,,,,,314.917,,,,,331.665,,,,,329.459,,,,,354.93,
